Packet ID,Temperature (°C),Humidity (%),RTT (ms),Latency (ms),Throughput (Bytes/s),PRB (units)
1,30.0,54.0,0.0,0.0,30.0,0.0013333333333333333
2,30.0,54.0,11.787176132202148,5.893588066101074,2545.1388579866098,0.11311728257718266
3,30.0,54.0,9.659290313720703,4.829645156860352,3105.8182356716197,0.13803636602984976
4,30.0,54.0,6.941080093383789,3.4705400466918945,4322.093909937142,0.19209306266387297
5,30.0,54.0,13.198614120483398,6.599307060241699,2272.965913401615,0.10102070726229401
6,30.0,55.0,9.937524795532227,4.968762397766113,3018.8603920251435,0.13417157297889526
7,30.0,57.0,10.276079177856445,5.138039588928223,2919.401405999861,0.1297511735999938
8,30.0,60.0,12.621641159057617,6.310820579528809,2376.8699824326113,0.10563866588589384
9,30.0,64.0,14.588356018066406,7.294178009033203,2056.434595018631,0.09139709311193916
10,30.0,67.0,15.804529190063477,7.902264595031738,1898.1900466140687,0.08436400207173639
11,30.0,70.0,11.008739471435547,5.504369735717773,2815.944557543206,0.12515309144636472
12,30.0,72.0,9.400129318237305,4.700064659118652,3297.8269713648006,0.14657008761621335
13,30.0,75.0,9.779214859008789,4.8896074295043945,3169.9886388570594,0.14088838394920264
14,31.0,78.0,14.581918716430664,7.290959358215332,2125.9205048969116,0.09448535577319607
15,31.0,82.0,41.16654396057129,20.583271980285645,753.0386818405583,0.03346838585958037
16,31.0,84.0,11.363506317138672,5.681753158569336,2728.0312198397046,0.12124583199287577
17,31.0,87.0,8.526325225830078,4.263162612915039,3635.7984452771097,0.161591042012316
18,31.0,90.0,16.742229461669922,8.371114730834961,1851.605251915354,0.08229356675179351
19,31.0,91.0,14.266014099121094,7.133007049560547,2172.9965906811954,0.09657762625249758
20,31.0,92.0,13.427257537841797,6.713628768920898,2308.736531837068,0.10261051252609191
21,31.0,93.0,8.85629653930664,4.42814826965332,3500.3344640068917,0.15557042062252852
22,32.0,95.0,14.496803283691406,7.248401641845703,2138.402473521479,0.09504010993428795
23,32.0,98.0,20.871639251708984,10.435819625854492,1437.3571542802313,0.0638825401902325
24,32.0,98.0,14.180183410644531,7.090091705322266,2115.628488802206,0.0940279328356536
25,32.0,98.0,11.64555549621582,5.82277774810791,2576.090080868052,0.11449289248302454
26,32.0,98.0,10.367393493652344,5.183696746826172,2990.144052985006,0.13289529124377805
27,32.0,98.0,7.057666778564453,3.5288333892822266,4392.386460374299,0.1952171760166355
28,32.0,98.0,10.766029357910156,5.383014678955078,2786.5426521392505,0.1238463400950778
29,32.0,98.0,14.83297348022461,7.416486740112305,2089.938341852316,0.0928861485267696
30,32.0,98.0,8.526086807250977,4.263043403625488,3635.9001146500377,0.16159556065111277
31,32.0,98.0,12.182474136352539,6.0912370681762695,2544.6390981858035,0.11309507103048015
32,33.0,98.0,12.721538543701172,6.360769271850586,2436.812174369354,0.10830276330530463
33,33.0,98.0,15.28024673461914,7.64012336730957,1963.319082540178,0.08725862589067458
34,33.0,98.0,15.26641845703125,7.633209228515625,1965.0974512743628,0.0873376645010828
35,33.0,98.0,11.223554611206055,5.611777305603027,2762.0483058948485,0.12275770248421548
36,33.0,98.0,9.931802749633789,4.9659013748168945,3020.599659120916,0.13424887373870736
37,33.0,98.0,14.594793319702148,7.297396659851074,2124.045152331945,0.09440200677030866
38,33.0,98.0,14.679908752441406,7.339954376220703,2111.729747287728,0.09385465543501013
39,33.0,98.0,11.352062225341797,5.676031112670898,2730.7813668248837,0.12136806074777261
40,33.0,98.0,10.379552841186523,5.189776420593262,2986.6411852532447,0.13273960823347755
41,33.0,98.0,15.087366104125977,7.543683052062988,2054.6992620217757,0.09131996720096781
42,33.0,98.0,10.320425033569336,5.160212516784668,2906.8570240487907,0.12919364551327958
43,33.0,98.0,15.664100646972656,7.832050323486328,1979.0475494672755,0.08795766886521225
44,33.0,98.0,12.75634765625,6.378173828125,2430.1626794258373,0.10800723019670389
45,33.0,98.0,16.732454299926758,8.366227149963379,1792.9228708624842,0.07968546092722152
46,33.0,98.0,14.769315719604492,7.384657859802246,2098.9462605130193,0.0932865004672453
47,33.0,98.0,13.906002044677734,6.953001022338867,2229.2532318348594,0.09907792141488264
48,33.0,98.0,17.892122268676758,8.946061134338379,1732.6060896795257,0.0770047150968678
49,33.0,92.0,12.5579833984375,6.27899169921875,2388.9185905224786,0.10617415957877682
50,33.0,87.0,7.482767105102539,3.7413835525512695,4142.8524454357175,0.18412677535269856
51,33.0,82.0,12.115955352783203,6.057977676391602,2558.6096265102915,0.1137159834004574
52,33.0,77.0,12.655496597290039,6.3277482986450195,2449.5285318663928,0.10886793474961745
53,33.0,73.0,16.760826110839844,8.380413055419922,1849.5508392603128,0.08220225952268057
54,33.0,70.0,12.752532958984375,6.3762664794921875,2430.889620101705,0.10803953867118689
55,33.0,68.0,9.554147720336914,4.777073860168457,3244.6640880393284,0.14420729280174793
56,33.0,64.0,35.2935791015625,17.64678955078125,878.3467358408992,0.03903763270403997
57,32.0,62.0,10.023355484008789,5.0116777420043945,3092.7766703931875,0.1374567409063639
58,32.0,61.0,13.53001594543457,6.765007972717285,2291.202029991718,0.10183120133296525
59,32.0,60.0,9.618282318115234,4.809141159057617,3223.0287045758764,0.14324572020337228
60,32.0,58.0,9.67550277709961,4.837751388549805,3203.9678675274754,0.14239857189011002
61,32.0,57.0,7.856130599975586,3.928065299987793,3945.9629146308152,0.17537612953914736
62,32.0,57.0,13.190269470214844,6.595134735107422,2350.2173378642183,0.10445410390507637
63,32.0,56.0,12.760639190673828,6.380319595336914,2429.345390680468,0.10797090625246525
64,32.0,56.0,13.01884651184082,6.50942325592041,2381.163336690779,0.10582948163070129
65,32.0,55.0,10.035037994384766,5.017518997192383,3089.176146353053,0.13729671761569123
66,32.0,55.0,11.900663375854492,5.950331687927246,2604.8968045677652,0.1157731913141229
67,32.0,55.0,15.334129333496094,7.667064666748047,2021.634181230176,0.0898504080546745
68,32.0,54.0,14.075994491577148,7.037997245788574,2131.288131574044,0.09472391695884641
69,32.0,54.0,9.405374526977539,4.7026872634887695,3083.343456107886,0.13703748693812828
70,32.0,54.0,9.63902473449707,4.819512367248535,3216.093002547676,0.14293746677989672
71,32.0,54.0,14.73546028137207,7.367730140686035,2103.76869185341,0.09350083074904045
