Packet ID,Temperature (°C),Humidity (%),RTT (ms),Latency (ms),Throughput (Bytes/s),PRB (units)
1,29.0,47.0,30.097007751464844,15.048503875732422,996.7768306980576,0.04430119247546922
2,29.0,47.0,8.790016174316406,4.395008087158203,3412.96300314636,0.15168724458428265
3,29.0,48.0,9.717702865600586,4.858851432800293,3087.1493412497853,0.13720663738887934
4,29.0,48.0,12.480735778808594,6.240367889404297,2323.580958202797,0.10327026480901319
5,29.0,48.0,12.129545211791992,6.064772605895996,2473.299656019656,0.10992442915642917
6,29.0,48.0,10.42795181274414,5.21397590637207,2780.9871507613516,0.12359942892272674
7,29.0,48.0,9.662389755249023,4.831194877624512,3104.82197053816,0.13799208757947376
8,29.0,48.0,9.77945327758789,4.889726638793945,3067.656150958116,0.13634027337591628
9,29.0,48.0,11.609554290771484,5.804777145385742,2584.078531235881,0.11484793472159471
10,29.0,48.0,7.877111434936523,3.9385557174682617,3935.4527679409184,0.17490901190848526
11,29.0,48.0,9.670734405517578,4.835367202758789,3205.5476554410534,0.14246878468626903
12,29.0,48.0,10.016441345214844,5.008220672607422,3094.911549081215,0.13755162440360955
13,29.0,48.0,9.723186492919922,4.861593246459961,3085.4082683536853,0.1371292563712749
14,29.0,48.0,9.719610214233398,4.859805107116699,3189.428312115191,0.14175236942734182
15,29.0,49.0,9.617090225219727,4.808545112609863,3223.4282172695043,0.14326347632308908
16,29.0,50.0,9.89079475402832,4.94539737701416,3134.2274074966854,0.13929899588874156
17,29.0,51.0,9.865522384643555,4.932761192321777,3142.2563135890186,0.13965583615951194
18,29.0,51.0,9.74130630493164,4.87065315246582,3182.3247344461306,0.14143665486427248
19,30.0,51.0,18.52703094482422,9.26351547241211,1673.23086426108,0.07436581618938133
20,30.0,52.0,12.68768310546875,6.343841552734375,2364.4978953698137,0.1050887953497695
21,30.0,52.0,7.855415344238281,3.9277076721191406,3946.322204686172,0.1753920979860521
22,30.0,53.0,9.553194046020508,4.776597023010254,3140.310963587811,0.13956937615945827
23,30.0,54.0,9.958505630493164,4.979252815246582,2811.6668342550697,0.12496297041133643
24,30.0,55.0,13.766765594482422,6.883382797241211,2251.79979910637,0.10007999107139422
25,30.0,55.0,14.577150344848633,7.288575172424316,2126.615920577027,0.09451626313675675
26,30.0,56.0,10.659933090209961,5.3299665451049805,2908.0857954418375,0.1292482575751928
27,30.0,57.0,9.443521499633789,4.7217607498168945,3282.6737357671236,0.14589661047853883
28,30.0,58.0,9.633064270019531,4.816532135009766,3218.0829620829622,0.14302590942590943
29,30.0,59.0,9.525060653686523,4.762530326843262,3149.5862431478563,0.1399816108065714
30,30.0,60.0,9.96708869934082,4.98354434967041,3110.236191843081,0.13823271963747027
31,30.0,60.0,11.998176574707031,5.999088287353516,2583.72593593514,0.11483226381933956
32,30.0,61.0,7.035732269287109,3.5178661346435547,4406.080108437818,0.19582578259723635
33,30.0,62.0,9.788990020751953,4.894495010375977,3166.8231282575866,0.14074769458922606
34,30.0,63.0,13.706445693969727,6.853222846984863,2188.751239367531,0.09727783286077916
35,30.0,64.0,20.48349380493164,10.24174690246582,1513.41369276253,0.06726283078944578
36,30.0,65.0,14.154672622680664,7.077336311340332,2190.0895079923866,0.09733731146632829
37,30.0,66.0,13.827085494995117,6.913542747497559,2169.6546253987412,0.09642909446216628
38,30.0,67.0,9.206056594848633,4.603028297424316,3367.3484059772613,0.14965992915454496
39,30.0,67.0,7.097005844116211,3.5485029220581055,4368.0392380824405,0.19413507724810847
40,30.0,68.0,9.580612182617188,4.790306091308594,3235.7013736810673,0.14380894994138077
41,30.0,68.0,10.269880294799805,5.134940147399902,2823.7914335461405,0.12550184149093957
42,30.0,69.0,9.592056274414062,4.796028137207031,3127.587989659972,0.13900391065155432
43,30.0,70.0,9.384632110595703,4.692316055297852,3090.158426909202,0.13734037452929787
44,30.0,70.0,9.758949279785156,4.879474639892578,3176.571484413173,0.14118095486280768
45,30.0,71.0,9.732484817504883,4.866242408752441,3082.460498272948,0.13699824436768657
46,30.0,71.0,9.882688522338867,4.941344261169434,3035.611203589781,0.13491605349287916
47,30.0,72.0,9.584188461303711,4.7920942306518555,3234.4939923878705,0.143755288550572
48,30.0,73.0,9.57345962524414,4.78672981262207,3238.118842456542,0.14391639299806855
49,30.0,74.0,9.725570678710938,4.862785339355469,3187.4736222788783,0.1416654943235057
50,30.0,75.0,13.988494873046875,6.9942474365234375,2144.6195800381784,0.09531642577947459
51,30.0,76.0,11.762619018554688,5.881309509277344,2550.452407977947,0.11335344035457542
52,30.0,77.0,12.608766555786133,6.304383277893066,2458.6068639500804,0.10927141617555913
53,30.0,78.0,7.32421875,3.662109375,4096.0,0.18204444444444445
54,30.0,79.0,9.580373764038086,4.790186882019043,3235.781897817485,0.14381252879188822
55,30.0,79.0,12.370109558105469,6.185054779052734,2506.0408603808496,0.11137959379470443
56,31.0,81.0,9.423017501831055,4.711508750915527,3289.816663714799,0.14621407394287994
57,31.0,83.0,9.688138961791992,4.844069480895996,3199.7889504122063,0.1422128422405425
58,31.0,83.0,9.631872177124023,4.815936088562012,3218.4812495358797,0.14304361109048355
59,31.0,84.0,14.420747756958008,7.210373878479004,2149.680482764322,0.09554135478952541
60,31.0,86.0,9.202718734741211,4.6013593673706055,3368.5697556931527,0.14971421136414012
61,31.0,86.0,14.719247817993164,7.359623908996582,2106.0858804282684,0.09360381690792303
62,31.0,87.0,17.44365692138672,8.72182846069336,1719.8228637034608,0.07643657172015382
63,31.0,88.0,13.796329498291016,6.898164749145508,2246.9744582310855,0.09986553147693714
64,31.0,90.0,10.29062271118164,5.14531135559082,3012.4513229229415,0.13388672546324185
65,31.0,88.0,13.814449310302734,6.907224655151367,2244.0271996134065,0.09973454220504029
66,31.0,91.0,7.557153701782227,3.7785768508911133,4102.073508533931,0.1823143781570636
